CUDA: False
Namespace(algo='ppo', lr=0.0003, eps=1e-05, alpha=0.99, gamma=0.99, use_gae=True, gae_lambda=0.95, entropy_coef=0.0075, value_loss_coef=0.5, max_grad_norm=0.5, seed=18336, cuda_deterministic=False, num_processes=2, num_steps=2048, ppo_epoch=10, num_mini_batch=2, clip_param=0.2, log_interval=1, save_interval=100, no_cuda=False, use_proper_time_limits=False, recurrent_policy=True, use_linear_lr_decay=True, env_name='plume', log_dir='/tmp/gym/', save_dir='./trained_models/ExptMemory20250723/', dynamic=False, eval_type='fixed', eval_episodes=20, eval_interval=None, weight_decay=0.0001, rnn_type='VRNN', hidden_size=64, betadist=False, stacking=0, masking=None, stride=1, dataset=['constantx5b5', 'noisy3x5b5'], num_env_steps=[850000, 3500000], qvar=[2.0, 0.5], birthx=[0.3, 0.8], diff_max=[0.8, 0.8], diff_min=[0.7, 0.4], birthx_max=1.0, dryrun=False, curriculum=False, turnx=1.0, movex=1.0, auto_movex=False, auto_reward=False, loc_algo='uniform', time_algo='uniform', env_dt=0.04, outsuffix='20250723_VRNN_constantx5b5noisy3x5b5_stepoob_bx0.30.8_t8500003500000_q2.00.5_dmx0.80.8_dmn0.70.4_h64_wd0.0001_n2_codeVRNN_seed18336f2', walking=False, radiusx=1.0, diffusion_min=1.0, diffusion_max=1.0, r_shaping=['step', 'oob'], wind_rel=True, action_feedback=False, squash_action=True, flipping=True, odor_scaling=True, stray_max=2.0, test_episodes=50, viz_episodes=10, model_fname='', obs_noise=0.0, act_noise=0.0, cuda=False)
PPO Args ---> Namespace(algo='ppo', lr=0.0003, eps=1e-05, alpha=0.99, gamma=0.99, use_gae=True, gae_lambda=0.95, entropy_coef=0.0075, value_loss_coef=0.5, max_grad_norm=0.5, seed=18336, cuda_deterministic=False, num_processes=2, num_steps=2048, ppo_epoch=10, num_mini_batch=2, clip_param=0.2, log_interval=1, save_interval=100, no_cuda=False, use_proper_time_limits=False, recurrent_policy=True, use_linear_lr_decay=True, env_name='plume', log_dir='/tmp/gym/', save_dir='./trained_models/ExptMemory20250723/', dynamic=False, eval_type='fixed', eval_episodes=20, eval_interval=None, weight_decay=0.0001, rnn_type='VRNN', hidden_size=64, betadist=False, stacking=0, masking=None, stride=1, dataset=['constantx5b5', 'noisy3x5b5'], num_env_steps=[850000, 3500000], qvar=[2.0, 0.5], birthx=[0.3, 0.8], diff_max=[0.8, 0.8], diff_min=[0.7, 0.4], birthx_max=1.0, dryrun=False, curriculum=False, turnx=1.0, movex=1.0, auto_movex=False, auto_reward=False, loc_algo='uniform', time_algo='uniform', env_dt=0.04, outsuffix='20250723_VRNN_constantx5b5noisy3x5b5_stepoob_bx0.30.8_t8500003500000_q2.00.5_dmx0.80.8_dmn0.70.4_h64_wd0.0001_n2_codeVRNN_seed18336f2', walking=False, radiusx=1.0, diffusion_min=1.0, diffusion_max=1.0, r_shaping=['step', 'oob'], wind_rel=True, action_feedback=False, squash_action=True, flipping=True, odor_scaling=True, stray_max=2.0, test_episodes=50, viz_episodes=10, model_fname='', obs_noise=0.0, act_noise=0.0, cuda=False)
Using Precomputed Plume...
Using Precomputed Plume...
2025-07-23 15:15:31.158 python[3873:38617124] +[NSXPCSharedListener endpointForReply:withListenerName:replyErrorCode:]: an error occurred while attempting to obtain endpoint for listener 'ClientCallsAuxiliary': Connection invalid
2025-07-23 15:15:31.158 python[3875:38617126] +[NSXPCSharedListener endpointForReply:withListenerName:replyErrorCode:]: an error occurred while attempting to obtain endpoint for listener 'ClientCallsAuxiliary': Connection invalid
Using Precomputed Plume...
PlumeEnvironment: {'self': <plume_env.PlumeEnvironment object at 0x16bb7ad30>, 't_val_min': 60.0, 'sim_steps_max': 300, 'reset_offset_tmax': 30, 'dataset': 'constantx5b5', 'move_capacity': 2.0, 'turn_capacity': 19.634954084936208, 'wind_obsx': 1.0, 'movex': 1.0, 'turnx': 1.0, 'birthx': 0.3, 'birthx_max': 1.0, 'env_dt': 0.04, 'loc_algo': 'uniform', 'qvar': 2.0, 'time_algo': 'uniform', 'angle_algo': 'uniform', 'homed_radius': 0.2, 'stray_max': 2.0, 'wind_rel': True, 'auto_movex': False, 'auto_reward': False, 'diff_max': 0.8, 'diff_min': 0.7, 'r_shaping': ['step', 'oob'], 'rewardx': 1.0, 'rescale': False, 'squash_action': True, 'walking': False, 'walk_move': 0.05, 'walk_turn': 3.141592653589793, 'radiusx': 1.0, 'diffusion_min': 1.0, 'diffusion_max': 1.0, 'action_feedback': False, 'flipping': True, 'odor_scaling': True, 'obs_noise': 0.0, 'act_noise': 0.0, 'dynamic': False, 'seed': 18336, 'verbose': 0, '__class__': <class 'plume_env.PlumeEnvironment'>}
Squashing actions to 0-1
constantx5b5
wind: t_val_diff 0.03999999999999915 env_dt 0.04
puffs: t_val_diff 0.03999999999999915 env_dt 0.04
Reward Shaping ['step', 'oob']
Using MLPBase
hidden_size 64
Using VanillaRNN
Saved ./trained_models/ExptMemory20250723//plume_20250723_VRNN_constantx5b5noisy3x5b5_stepoob_bx0.30.8_t8500003500000_q2.00.5_dmx0.80.8_dmn0.70.4_h64_wd0.0001_n2_codeVRNN_seed18336f2.pt.start
Stage: 0/2 - constantx5b5 b0.3 q2.0 n850000
Saved ./trained_models/ExptMemory20250723/plume_20250723_VRNN_constantx5b5noisy3x5b5_stepoob_bx0.30.8_t8500003500000_q2.00.5_dmx0.80.8_dmn0.70.4_h64_wd0.0001_n2_codeVRNN_seed18336f2.pt
Update 0/207, T 4096, FPS 424, 17-training-episode: mean/median -43.5/-67.7, min/max -92.1/84.4
Update 55/207, T 229376, FPS 379, 50-training-episode: mean/median 26.3/83.7, min/max -58.6/101.3
Update 56/207, T 233472, FPS 379, 50-training-episode: mean/median 35.7/89.1, min/max -62.2/102.3
Update 57/207, T 237568, FPS 378, 50-training-episode: mean/median 40.7/90.1, min/max -61.3/103.7
Update 58/207, T 241664, FPS 377, 50-training-episode: mean/median 35.4/89.1, min/max -61.5/108.6
Update 59/207, T 245760, FPS 376, 50-training-episode: mean/median 34.8/89.5, min/max -59.6/103.5
Update 60/207, T 249856, FPS 376, 50-training-episode: mean/median 23.3/86.9, min/max -59.3/103.0
Update 61/207, T 253952, FPS 376, 50-training-episode: mean/median 23.4/85.7, min/max -61.1/106.7
Update 62/207, T 258048, FPS 376, 50-training-episode: mean/median 22.9/84.0, min/max -61.1/103.1
Update 63/207, T 262144, FPS 376, 50-training-episode: mean/median 32.6/91.0, min/max -61.8/101.7
Update 64/207, T 266240, FPS 376, 50-training-episode: mean/median 28.7/86.6, min/max -62.7/105.3
Update 65/207, T 270336, FPS 376, 50-training-episode: mean/median 26.9/86.4, min/max -58.8/109.1
Update 66/207, T 274432, FPS 376, 50-training-episode: mean/median 30.1/88.2, min/max -59.0/104.2
Update 67/207, T 278528, FPS 376, 50-training-episode: mean/median 32.7/88.9, min/max -58.6/103.3
Update 68/207, T 282624, FPS 376, 50-training-episode: mean/median 19.2/-47.2, min/max -57.9/103.3
Update 69/207, T 286720, FPS 375, 50-training-episode: mean/median 43.2/93.2, min/max -55.1/105.0
Update 70/207, T 290816, FPS 375, 50-training-episode: mean/median 29.9/89.3, min/max -62.0/104.0
Update 71/207, T 294912, FPS 375, 50-training-episode: mean/median 38.7/91.0, min/max -58.5/104.4
Update 72/207, T 299008, FPS 375, 50-training-episode: mean/median 34.7/90.1, min/max -57.2/104.9
Update 73/207, T 303104, FPS 376, 50-training-episode: mean/median 31.0/91.1, min/max -55.7/102.5
Update 74/207, T 307200, FPS 376, 50-training-episode: mean/median 43.1/93.7, min/max -58.2/104.2
Update 75/207, T 311296, FPS 376, 50-training-episode: mean/median 49.0/92.3, min/max -56.3/104.4
Update 76/207, T 315392, FPS 376, 50-training-episode: mean/median 17.3/-45.7, min/max -56.7/102.2
Update 77/207, T 319488, FPS 376, 50-training-episode: mean/median 27.8/83.2, min/max -56.1/104.9
Update 78/207, T 323584, FPS 376, 50-training-episode: mean/median 16.2/-48.1, min/max -58.4/100.4
Update 79/207, T 327680, FPS 376, 50-training-episode: mean/median 31.7/92.4, min/max -56.6/104.3
Update 80/207, T 331776, FPS 375, 50-training-episode: mean/median 36.6/89.2, min/max -55.7/101.7
Update 81/207, T 335872, FPS 375, 50-training-episode: mean/median 28.4/90.2, min/max -55.3/105.8
Update 82/207, T 339968, FPS 374, 50-training-episode: mean/median 37.1/91.3, min/max -58.5/104.8
Update 83/207, T 344064, FPS 373, 50-training-episode: mean/median 35.3/93.5, min/max -54.2/102.7
Update 84/207, T 348160, FPS 372, 50-training-episode: mean/median 18.9/-46.4, min/max -55.5/105.8
Update 85/207, T 352256, FPS 372, 50-training-episode: mean/median 35.5/94.1, min/max -57.8/104.9
Update 86/207, T 356352, FPS 372, 50-training-episode: mean/median 16.9/-48.0, min/max -56.2/105.3
Update 87/207, T 360448, FPS 372, 50-training-episode: mean/median 45.1/91.2, min/max -58.3/102.5
Update 88/207, T 364544, FPS 371, 50-training-episode: mean/median 37.6/92.4, min/max -57.3/103.7
Update 89/207, T 368640, FPS 371, 50-training-episode: mean/median 25.5/92.0, min/max -58.3/103.8
Update 90/207, T 372736, FPS 371, 50-training-episode: mean/median 33.0/92.4, min/max -61.2/103.8
Update 91/207, T 376832, FPS 371, 50-training-episode: mean/median 33.6/93.6, min/max -60.6/104.8
Update 92/207, T 380928, FPS 371, 50-training-episode: mean/median 20.9/22.7, min/max -62.9/101.5
Update 93/207, T 385024, FPS 371, 50-training-episode: mean/median 21.3/21.6, min/max -62.9/105.7
Update 94/207, T 389120, FPS 371, 50-training-episode: mean/median 17.9/-42.9, min/max -60.2/103.5
Update 95/207, T 393216, FPS 372, 50-training-episode: mean/median 38.5/92.4, min/max -60.7/103.2
Update 96/207, T 397312, FPS 372, 50-training-episode: mean/median 26.4/93.6, min/max -74.7/105.2
Update 97/207, T 401408, FPS 372, 50-training-episode: mean/median 23.0/91.3, min/max -74.8/105.9
Update 98/207, T 405504, FPS 372, 50-training-episode: mean/median 44.4/92.0, min/max -61.4/105.7
Update 99/207, T 409600, FPS 372, 50-training-episode: mean/median 25.8/87.2, min/max -63.4/107.6
Saved ./trained_models/ExptMemory20250723/plume_20250723_VRNN_constantx5b5noisy3x5b5_stepoob_bx0.30.8_t8500003500000_q2.00.5_dmx0.80.8_dmn0.70.4_h64_wd0.0001_n2_codeVRNN_seed18336f2.pt
Saved ./trained_models/ExptMemory20250723/plume_20250723_VRNN_constantx5b5noisy3x5b5_stepoob_bx0.30.8_t8500003500000_q2.00.5_dmx0.80.8_dmn0.70.4_h64_wd0.0001_n2_codeVRNN_seed18336f2.pt.best
Update 100/207, T 413696, FPS 372, 50-training-episode: mean/median 26.8/89.0, min/max -64.0/104.9
Update 101/207, T 417792, FPS 372, 50-training-episode: mean/median 48.0/93.8, min/max -63.1/106.9
Update 102/207, T 421888, FPS 372, 50-training-episode: mean/median 22.3/82.5, min/max -66.3/106.0
Update 103/207, T 425984, FPS 372, 50-training-episode: mean/median 2.3/-55.5, min/max -68.9/103.0
Update 104/207, T 430080, FPS 372, 50-training-episode: mean/median -6.1/-53.7, min/max -66.1/104.4
Update 105/207, T 434176, FPS 372, 50-training-episode: mean/median 25.5/91.9, min/max -63.8/106.8
Update 106/207, T 438272, FPS 373, 50-training-episode: mean/median 18.5/19.1, min/max -66.0/104.6
Update 107/207, T 442368, FPS 373, 50-training-episode: mean/median 30.8/89.9, min/max -68.4/103.5
Update 108/207, T 446464, FPS 373, 50-training-episode: mean/median 44.2/93.9, min/max -67.0/105.9
Update 109/207, T 450560, FPS 373, 50-training-episode: mean/median 35.8/93.9, min/max -67.4/106.3
Update 110/207, T 454656, FPS 373, 50-training-episode: mean/median 40.7/94.1, min/max -65.3/105.1
Update 111/207, T 458752, FPS 373, 50-training-episode: mean/median 28.8/91.2, min/max -66.3/105.1
Update 112/207, T 462848, FPS 373, 50-training-episode: mean/median 8.9/-47.0, min/max -62.2/102.1
Update 113/207, T 466944, FPS 373, 50-training-episode: mean/median 17.9/-46.8, min/max -66.1/108.7
Update 114/207, T 471040, FPS 373, 50-training-episode: mean/median 34.9/91.9, min/max -65.7/104.0
Update 115/207, T 475136, FPS 374, 50-training-episode: mean/median 37.3/93.4, min/max -69.5/104.6
Update 116/207, T 479232, FPS 374, 50-training-episode: mean/median 28.5/89.9, min/max -66.0/108.6
Update 117/207, T 483328, FPS 373, 50-training-episode: mean/median 22.0/82.0, min/max -63.2/105.0
Update 118/207, T 487424, FPS 373, 50-training-episode: mean/median 29.3/92.1, min/max -65.0/109.8
Update 119/207, T 491520, FPS 373, 50-training-episode: mean/median 45.4/90.5, min/max -65.8/105.1
Update 120/207, T 495616, FPS 373, 50-training-episode: mean/median 30.0/89.3, min/max -67.9/101.7
Update 121/207, T 499712, FPS 373, 50-training-episode: mean/median 39.5/92.6, min/max -69.5/105.8
Update 122/207, T 503808, FPS 373, 50-training-episode: mean/median 16.1/-47.6, min/max -67.8/107.0
Update 123/207, T 507904, FPS 373, 50-training-episode: mean/median 12.9/-50.5, min/max -65.3/103.3
Update 124/207, T 512000, FPS 373, 50-training-episode: mean/median 12.3/-48.7, min/max -67.2/105.2
Update 125/207, T 516096, FPS 373, 50-training-episode: mean/median 24.4/90.0, min/max -66.9/101.1
Update 126/207, T 520192, FPS 373, 50-training-episode: mean/median 18.3/20.7, min/max -69.1/102.4
Update 127/207, T 524288, FPS 373, 50-training-episode: mean/median 49.2/96.0, min/max -69.2/102.6
Update 128/207, T 528384, FPS 373, 50-training-episode: mean/median 36.8/94.4, min/max -67.1/106.7
Update 129/207, T 532480, FPS 373, 50-training-episode: mean/median 31.2/90.9, min/max -65.6/106.7
Update 130/207, T 536576, FPS 373, 50-training-episode: mean/median 30.9/88.8, min/max -67.6/102.0
Update 131/207, T 540672, FPS 373, 50-training-episode: mean/median 11.0/-46.3, min/max -65.3/104.4
Update 132/207, T 544768, FPS 373, 50-training-episode: mean/median 25.6/87.8, min/max -66.6/104.8
Update 133/207, T 548864, FPS 372, 50-training-episode: mean/median 55.0/95.1, min/max -70.1/105.9
Update 134/207, T 552960, FPS 372, 50-training-episode: mean/median 33.1/86.8, min/max -67.9/106.1
Update 135/207, T 557056, FPS 372, 50-training-episode: mean/median 28.2/87.8, min/max -64.9/105.6
Update 136/207, T 561152, FPS 371, 50-training-episode: mean/median 38.6/93.9, min/max -66.7/107.4
Update 137/207, T 565248, FPS 371, 50-training-episode: mean/median 43.4/92.2, min/max -64.2/104.9
Update 138/207, T 569344, FPS 370, 50-training-episode: mean/median 23.4/89.0, min/max -65.8/103.4
Update 139/207, T 573440, FPS 370, 50-training-episode: mean/median 34.6/92.0, min/max -66.5/102.9
Update 140/207, T 577536, FPS 370, 50-training-episode: mean/median 37.8/92.3, min/max -69.7/102.6
Update 141/207, T 581632, FPS 370, 50-training-episode: mean/median 23.6/91.2, min/max -69.8/105.4
Update 142/207, T 585728, FPS 370, 50-training-episode: mean/median 34.9/92.7, min/max -69.8/108.0
Update 143/207, T 589824, FPS 370, 50-training-episode: mean/median 33.1/91.1, min/max -61.5/104.1
Update 144/207, T 593920, FPS 369, 50-training-episode: mean/median 32.7/92.0, min/max -72.7/104.3
Update 145/207, T 598016, FPS 369, 50-training-episode: mean/median 36.4/89.5, min/max -65.1/104.8
Update 146/207, T 602112, FPS 369, 50-training-episode: mean/median 44.3/94.8, min/max -74.0/106.3
Update 147/207, T 606208, FPS 369, 50-training-episode: mean/median 50.1/95.6, min/max -68.6/104.6
Update 148/207, T 610304, FPS 369, 50-training-episode: mean/median 41.8/93.8, min/max -74.9/105.9
Update 149/207, T 614400, FPS 368, 50-training-episode: mean/median 28.8/91.5, min/max -67.1/105.9
Update 150/207, T 618496, FPS 368, 50-training-episode: mean/median 23.2/90.7, min/max -70.5/102.9
Update 151/207, T 622592, FPS 368, 50-training-episode: mean/median 31.7/90.7, min/max -62.4/105.3
Update 152/207, T 626688, FPS 368, 50-training-episode: mean/median 24.8/90.4, min/max -69.6/102.7
Update 153/207, T 630784, FPS 368, 50-training-episode: mean/median 13.9/-44.5, min/max -70.7/107.2
Update 154/207, T 634880, FPS 367, 50-training-episode: mean/median 24.3/86.3, min/max -72.7/107.2
Update 155/207, T 638976, FPS 367, 50-training-episode: mean/median 18.9/-41.0, min/max -74.1/101.4
Update 156/207, T 643072, FPS 367, 50-training-episode: mean/median 44.2/94.6, min/max -67.8/106.1
Update 157/207, T 647168, FPS 367, 50-training-episode: mean/median 43.3/92.6, min/max -66.5/105.1
Update 158/207, T 651264, FPS 367, 50-training-episode: mean/median 27.9/92.3, min/max -63.7/103.6
