CUDA: False
Namespace(algo='ppo', lr=0.0003, eps=1e-05, alpha=0.99, gamma=0.99, use_gae=True, gae_lambda=0.95, entropy_coef=0.005, value_loss_coef=0.5, max_grad_norm=0.5, seed=31517, cuda_deterministic=False, num_processes=2, num_steps=2048, ppo_epoch=10, num_mini_batch=2, clip_param=0.2, log_interval=1, save_interval=100, no_cuda=False, use_proper_time_limits=False, recurrent_policy=True, use_linear_lr_decay=True, env_name='plume', log_dir='/tmp/gym/', save_dir='./trained_models/ExptMemory20250724/', dynamic=False, eval_type='fixed', eval_episodes=20, eval_interval=None, weight_decay=0.000115, rnn_type='VRNN', hidden_size=62, betadist=False, stacking=0, masking=None, stride=1, dataset=['constantx5b5', 'noisy3x5b5'], num_env_steps=[1100000, 4700000], qvar=[2.0, 0.5], birthx=[0.3, 0.8], diff_max=[0.8, 0.8], diff_min=[0.7, 0.4], birthx_max=1.0, dryrun=False, curriculum=False, turnx=1.0, movex=1.0, auto_movex=False, auto_reward=False, loc_algo='uniform', time_algo='uniform', env_dt=0.04, outsuffix='20250724_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicturn_bx0.30.8_t11000004700000_q2.00.5_dmx0.80.8_dmn0.70.4_h62_wd0.000115_n2_codeVRNN_seed31517f4', walking=True, radiusx=1.0, diffusion_min=1.0, diffusion_max=1.0, r_shaping=['step', 'oob', 'metabolic', 'turn'], wind_rel=True, action_feedback=False, squash_action=True, flipping=True, odor_scaling=True, stray_max=2.0, test_episodes=50, viz_episodes=10, model_fname='', obs_noise=0.0, act_noise=0.0, cuda=False)
PPO Args ---> Namespace(algo='ppo', lr=0.0003, eps=1e-05, alpha=0.99, gamma=0.99, use_gae=True, gae_lambda=0.95, entropy_coef=0.005, value_loss_coef=0.5, max_grad_norm=0.5, seed=31517, cuda_deterministic=False, num_processes=2, num_steps=2048, ppo_epoch=10, num_mini_batch=2, clip_param=0.2, log_interval=1, save_interval=100, no_cuda=False, use_proper_time_limits=False, recurrent_policy=True, use_linear_lr_decay=True, env_name='plume', log_dir='/tmp/gym/', save_dir='./trained_models/ExptMemory20250724/', dynamic=False, eval_type='fixed', eval_episodes=20, eval_interval=None, weight_decay=0.000115, rnn_type='VRNN', hidden_size=62, betadist=False, stacking=0, masking=None, stride=1, dataset=['constantx5b5', 'noisy3x5b5'], num_env_steps=[1100000, 4700000], qvar=[2.0, 0.5], birthx=[0.3, 0.8], diff_max=[0.8, 0.8], diff_min=[0.7, 0.4], birthx_max=1.0, dryrun=False, curriculum=False, turnx=1.0, movex=1.0, auto_movex=False, auto_reward=False, loc_algo='uniform', time_algo='uniform', env_dt=0.04, outsuffix='20250724_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicturn_bx0.30.8_t11000004700000_q2.00.5_dmx0.80.8_dmn0.70.4_h62_wd0.000115_n2_codeVRNN_seed31517f4', walking=True, radiusx=1.0, diffusion_min=1.0, diffusion_max=1.0, r_shaping=['step', 'oob', 'metabolic', 'turn'], wind_rel=True, action_feedback=False, squash_action=True, flipping=True, odor_scaling=True, stray_max=2.0, test_episodes=50, viz_episodes=10, model_fname='', obs_noise=0.0, act_noise=0.0, cuda=False)
Using Precomputed Plume...
Using Precomputed Plume...
Using Precomputed Plume...
PlumeEnvironment: {'self': <plume_env.PlumeEnvironment object at 0x320fbae20>, 't_val_min': 60.0, 'sim_steps_max': 300, 'reset_offset_tmax': 30, 'dataset': 'constantx5b5', 'move_capacity': 2.0, 'turn_capacity': 19.634954084936208, 'wind_obsx': 1.0, 'movex': 1.0, 'turnx': 1.0, 'birthx': 0.3, 'birthx_max': 1.0, 'env_dt': 0.04, 'loc_algo': 'uniform', 'qvar': 2.0, 'time_algo': 'uniform', 'angle_algo': 'uniform', 'homed_radius': 0.2, 'stray_max': 2.0, 'wind_rel': True, 'auto_movex': False, 'auto_reward': False, 'diff_max': 0.8, 'diff_min': 0.7, 'r_shaping': ['step', 'oob', 'metabolic', 'turn'], 'rewardx': 1.0, 'rescale': False, 'squash_action': True, 'walking': True, 'walk_move': 0.05, 'walk_turn': 3.141592653589793, 'radiusx': 1.0, 'diffusion_min': 1.0, 'diffusion_max': 1.0, 'action_feedback': False, 'flipping': True, 'odor_scaling': True, 'obs_noise': 0.0, 'act_noise': 0.0, 'dynamic': False, 'seed': 31517, 'verbose': 0, '__class__': <class 'plume_env.PlumeEnvironment'>}
Squashing actions to 0-1
constantx5b5
wind: t_val_diff 0.03999999999999915 env_dt 0.04
puffs: t_val_diff 0.03999999999999915 env_dt 0.04
Reward Shaping ['step', 'oob', 'metabolic', 'turn']
Using MLPBase
hidden_size 62
Using VanillaRNN
Saved ./trained_models/ExptMemory20250724//plume_20250724_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicturn_bx0.30.8_t11000004700000_q2.00.5_dmx0.80.8_dmn0.70.4_h62_wd0.000115_n2_codeVRNN_seed31517f4.pt.start
Stage: 0/2 - constantx5b5 b0.3 q2.0 n1100000
Saved ./trained_models/ExptMemory20250724/plume_20250724_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicturn_bx0.30.8_t11000004700000_q2.00.5_dmx0.80.8_dmn0.70.4_h62_wd0.000115_n2_codeVRNN_seed31517f4.pt
Update 0/268, T 4096, FPS 392, 50-training-episode: mean/median -80.5/-60.1, min/max -308.6/-2.3
Update 51/268, T 212992, FPS 409, 50-training-episode: mean/median -39.6/-38.2, min/max -104.5/23.4
Update 52/268, T 217088, FPS 410, 50-training-episode: mean/median -48.6/-45.5, min/max -116.1/-0.9
Update 53/268, T 221184, FPS 410, 50-training-episode: mean/median -44.9/-40.6, min/max -129.2/-2.9
Update 54/268, T 225280, FPS 411, 50-training-episode: mean/median -47.3/-42.4, min/max -171.9/-1.0
Update 55/268, T 229376, FPS 411, 50-training-episode: mean/median -43.9/-39.5, min/max -113.9/-1.2
Update 56/268, T 233472, FPS 412, 50-training-episode: mean/median -45.0/-41.7, min/max -100.5/-4.0
Update 57/268, T 237568, FPS 412, 50-training-episode: mean/median -46.8/-42.8, min/max -149.4/-0.9
Update 58/268, T 241664, FPS 413, 50-training-episode: mean/median -46.6/-47.5, min/max -108.4/-1.4
Update 59/268, T 245760, FPS 413, 50-training-episode: mean/median -40.2/-36.2, min/max -107.3/18.2
Update 60/268, T 249856, FPS 414, 50-training-episode: mean/median -50.6/-54.7, min/max -94.2/-0.9
Update 61/268, T 253952, FPS 414, 50-training-episode: mean/median -50.4/-50.2, min/max -123.3/-1.0
Update 62/268, T 258048, FPS 414, 50-training-episode: mean/median -45.6/-44.0, min/max -100.3/-6.2
Update 63/268, T 262144, FPS 415, 50-training-episode: mean/median -49.1/-46.2, min/max -145.3/-0.6
Update 64/268, T 266240, FPS 415, 50-training-episode: mean/median -48.3/-48.7, min/max -131.6/-2.0
Update 65/268, T 270336, FPS 416, 50-training-episode: mean/median -34.5/-36.2, min/max -80.0/-0.9
Update 66/268, T 274432, FPS 416, 50-training-episode: mean/median -34.1/-30.5, min/max -99.8/-1.3
Update 67/268, T 278528, FPS 416, 50-training-episode: mean/median -45.7/-41.5, min/max -109.4/-0.6
Update 68/268, T 282624, FPS 416, 50-training-episode: mean/median -42.2/-34.3, min/max -109.4/-2.1
Update 69/268, T 286720, FPS 417, 50-training-episode: mean/median -45.2/-39.3, min/max -96.4/-1.8
Update 70/268, T 290816, FPS 417, 50-training-episode: mean/median -40.9/-40.0, min/max -98.0/-1.7
Update 71/268, T 294912, FPS 417, 50-training-episode: mean/median -43.2/-41.2, min/max -99.3/-0.8
Update 72/268, T 299008, FPS 418, 50-training-episode: mean/median -39.4/-34.1, min/max -108.6/-2.4
Update 73/268, T 303104, FPS 418, 50-training-episode: mean/median -38.1/-37.7, min/max -79.4/-1.5
Update 74/268, T 307200, FPS 418, 50-training-episode: mean/median -42.8/-43.0, min/max -85.7/-7.5
Update 75/268, T 311296, FPS 418, 50-training-episode: mean/median -39.2/-37.8, min/max -88.6/-4.8
Update 76/268, T 315392, FPS 419, 50-training-episode: mean/median -38.5/-29.7, min/max -114.3/-1.1
Update 77/268, T 319488, FPS 419, 50-training-episode: mean/median -38.2/-43.6, min/max -82.9/-1.4
Update 78/268, T 323584, FPS 419, 50-training-episode: mean/median -40.9/-44.3, min/max -92.8/-1.4
Update 79/268, T 327680, FPS 419, 50-training-episode: mean/median -46.7/-49.6, min/max -117.7/-1.2
Update 80/268, T 331776, FPS 420, 50-training-episode: mean/median -41.8/-36.5, min/max -121.9/-1.8
Update 81/268, T 335872, FPS 420, 50-training-episode: mean/median -36.1/-35.6, min/max -80.2/-1.7
Update 82/268, T 339968, FPS 420, 50-training-episode: mean/median -35.2/-36.7, min/max -91.8/-0.6
Update 83/268, T 344064, FPS 420, 50-training-episode: mean/median -38.7/-36.5, min/max -77.2/-2.1
Update 84/268, T 348160, FPS 420, 50-training-episode: mean/median -44.5/-41.1, min/max -98.2/-1.6
Update 85/268, T 352256, FPS 421, 50-training-episode: mean/median -38.2/-35.6, min/max -96.9/-1.5
Update 86/268, T 356352, FPS 421, 50-training-episode: mean/median -41.4/-38.1, min/max -112.5/-9.3
Update 87/268, T 360448, FPS 421, 50-training-episode: mean/median -39.6/-40.3, min/max -115.4/-2.2
Update 88/268, T 364544, FPS 421, 50-training-episode: mean/median -40.7/-35.9, min/max -98.1/-0.9
Update 89/268, T 368640, FPS 421, 50-training-episode: mean/median -39.5/-34.0, min/max -91.0/-0.6
Update 90/268, T 372736, FPS 422, 50-training-episode: mean/median -38.3/-29.0, min/max -139.5/-0.7
Update 91/268, T 376832, FPS 422, 50-training-episode: mean/median -39.0/-40.6, min/max -87.8/-1.0
Update 92/268, T 380928, FPS 422, 50-training-episode: mean/median -31.0/-24.5, min/max -82.1/43.4
Update 93/268, T 385024, FPS 422, 50-training-episode: mean/median -45.9/-44.0, min/max -154.1/-1.5
Update 94/268, T 389120, FPS 422, 50-training-episode: mean/median -25.5/-23.4, min/max -79.7/-1.1
Update 95/268, T 393216, FPS 422, 50-training-episode: mean/median -43.5/-41.5, min/max -126.1/-2.0
Update 96/268, T 397312, FPS 422, 50-training-episode: mean/median -36.4/-38.2, min/max -87.9/46.0
Update 97/268, T 401408, FPS 423, 50-training-episode: mean/median -38.6/-34.8, min/max -102.1/-1.1
Update 98/268, T 405504, FPS 423, 50-training-episode: mean/median -34.6/-34.3, min/max -81.2/-0.8
Update 99/268, T 409600, FPS 423, 50-training-episode: mean/median -35.1/-34.5, min/max -100.7/-0.9
Saved ./trained_models/ExptMemory20250724/plume_20250724_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicturn_bx0.30.8_t11000004700000_q2.00.5_dmx0.80.8_dmn0.70.4_h62_wd0.000115_n2_codeVRNN_seed31517f4.pt
Update 100/268, T 413696, FPS 423, 50-training-episode: mean/median -36.2/-33.7, min/max -91.8/-4.1
Update 101/268, T 417792, FPS 423, 50-training-episode: mean/median -37.8/-37.9, min/max -84.9/-1.9
Update 102/268, T 421888, FPS 423, 50-training-episode: mean/median -40.5/-35.5, min/max -109.4/-2.2
Update 103/268, T 425984, FPS 423, 50-training-episode: mean/median -38.9/-42.0, min/max -103.7/-1.2
Update 104/268, T 430080, FPS 424, 50-training-episode: mean/median -37.2/-37.0, min/max -126.3/-1.4
Update 105/268, T 434176, FPS 424, 50-training-episode: mean/median -38.7/-34.3, min/max -116.2/-2.0
Update 106/268, T 438272, FPS 424, 50-training-episode: mean/median -38.3/-36.4, min/max -88.6/-1.9
Update 107/268, T 442368, FPS 424, 50-training-episode: mean/median -33.3/-29.7, min/max -100.2/-1.0
Update 108/268, T 446464, FPS 424, 50-training-episode: mean/median -37.1/-36.9, min/max -79.2/-1.9
Update 109/268, T 450560, FPS 424, 50-training-episode: mean/median -39.5/-40.7, min/max -90.4/-1.3
Update 110/268, T 454656, FPS 424, 50-training-episode: mean/median -34.8/-32.5, min/max -113.8/-0.9
Update 111/268, T 458752, FPS 424, 50-training-episode: mean/median -40.4/-39.9, min/max -110.3/-1.0
Update 112/268, T 462848, FPS 424, 50-training-episode: mean/median -33.1/-24.6, min/max -91.3/-0.5
Update 113/268, T 466944, FPS 424, 50-training-episode: mean/median -36.2/-33.8, min/max -93.9/-0.9
Update 114/268, T 471040, FPS 425, 50-training-episode: mean/median -37.4/-34.7, min/max -103.9/-0.7
Update 115/268, T 475136, FPS 425, 50-training-episode: mean/median -42.1/-40.9, min/max -124.8/-1.8
Update 116/268, T 479232, FPS 425, 50-training-episode: mean/median -33.4/-33.4, min/max -88.4/-0.7
Update 117/268, T 483328, FPS 425, 50-training-episode: mean/median -36.6/-36.1, min/max -76.4/-5.1
Update 118/268, T 487424, FPS 425, 50-training-episode: mean/median -37.2/-43.5, min/max -81.6/39.2
Update 119/268, T 491520, FPS 425, 50-training-episode: mean/median -42.4/-39.4, min/max -100.6/-2.4
Update 120/268, T 495616, FPS 425, 50-training-episode: mean/median -33.6/-31.2, min/max -89.4/-1.2
Update 121/268, T 499712, FPS 425, 50-training-episode: mean/median -38.5/-33.5, min/max -100.8/-0.7
Update 122/268, T 503808, FPS 426, 50-training-episode: mean/median -36.4/-32.5, min/max -109.4/-1.6
Update 123/268, T 507904, FPS 426, 50-training-episode: mean/median -33.6/-28.7, min/max -89.4/-1.0
Update 124/268, T 512000, FPS 426, 50-training-episode: mean/median -35.7/-33.6, min/max -74.5/-0.6
Update 125/268, T 516096, FPS 426, 50-training-episode: mean/median -32.2/-32.1, min/max -73.3/-1.0
Update 126/268, T 520192, FPS 426, 50-training-episode: mean/median -31.0/-30.0, min/max -96.7/-2.6
Update 127/268, T 524288, FPS 426, 50-training-episode: mean/median -38.7/-37.0, min/max -77.8/-1.3
Update 128/268, T 528384, FPS 426, 50-training-episode: mean/median -34.2/-32.1, min/max -95.6/-1.7
Update 129/268, T 532480, FPS 426, 50-training-episode: mean/median -32.6/-31.6, min/max -81.9/-1.4
Update 130/268, T 536576, FPS 426, 50-training-episode: mean/median -35.9/-35.8, min/max -97.9/-2.1
Update 131/268, T 540672, FPS 426, 50-training-episode: mean/median -33.1/-33.1, min/max -76.1/-1.0
Update 132/268, T 544768, FPS 426, 50-training-episode: mean/median -35.7/-37.6, min/max -71.8/-1.5
Update 133/268, T 548864, FPS 426, 50-training-episode: mean/median -33.7/-25.6, min/max -129.0/-2.0
Update 134/268, T 552960, FPS 426, 50-training-episode: mean/median -34.3/-33.8, min/max -81.8/56.0
Update 135/268, T 557056, FPS 426, 50-training-episode: mean/median -30.3/-32.5, min/max -65.0/-1.1
Update 136/268, T 561152, FPS 426, 50-training-episode: mean/median -35.3/-32.0, min/max -76.7/-1.9
Update 137/268, T 565248, FPS 426, 50-training-episode: mean/median -31.5/-27.4, min/max -80.5/-2.1
Update 138/268, T 569344, FPS 426, 50-training-episode: mean/median -35.1/-30.9, min/max -88.8/-4.5
Update 139/268, T 573440, FPS 426, 50-training-episode: mean/median -37.6/-39.9, min/max -90.4/-0.9
Update 140/268, T 577536, FPS 426, 50-training-episode: mean/median -33.2/-31.6, min/max -89.6/-0.6
Update 141/268, T 581632, FPS 427, 50-training-episode: mean/median -36.2/-27.5, min/max -93.6/-1.0
Update 142/268, T 585728, FPS 427, 50-training-episode: mean/median -35.5/-38.6, min/max -72.0/-1.8
Update 143/268, T 589824, FPS 427, 50-training-episode: mean/median -34.4/-28.9, min/max -76.9/-1.5
Update 144/268, T 593920, FPS 427, 50-training-episode: mean/median -29.9/-28.0, min/max -66.8/-1.4
Update 145/268, T 598016, FPS 427, 50-training-episode: mean/median -31.1/-30.8, min/max -71.8/-1.1
Update 146/268, T 602112, FPS 427, 50-training-episode: mean/median -36.4/-36.6, min/max -92.2/-3.5
Update 147/268, T 606208, FPS 427, 50-training-episode: mean/median -29.8/-30.6, min/max -103.4/-1.4
Update 148/268, T 610304, FPS 427, 50-training-episode: mean/median -33.1/-29.8, min/max -80.0/-0.6
Update 149/268, T 614400, FPS 427, 50-training-episode: mean/median -30.5/-30.3, min/max -77.8/-1.0
Update 150/268, T 618496, FPS 427, 50-training-episode: mean/median -33.3/-31.8, min/max -80.8/-3.0
Update 151/268, T 622592, FPS 427, 50-training-episode: mean/median -31.6/-27.7, min/max -75.0/-1.3
Update 152/268, T 626688, FPS 427, 50-training-episode: mean/median -32.1/-31.1, min/max -83.2/-1.1
Update 153/268, T 630784, FPS 427, 50-training-episode: mean/median -35.2/-38.0, min/max -74.8/-1.2
Update 154/268, T 634880, FPS 427, 50-training-episode: mean/median -33.2/-34.5, min/max -107.3/-0.8
Update 155/268, T 638976, FPS 427, 50-training-episode: mean/median -34.1/-29.2, min/max -76.1/-0.9
Update 156/268, T 643072, FPS 427, 50-training-episode: mean/median -34.7/-33.2, min/max -101.1/-1.1
Update 157/268, T 647168, FPS 427, 50-training-episode: mean/median -33.6/-35.4, min/max -75.3/-3.0
Update 158/268, T 651264, FPS 427, 50-training-episode: mean/median -28.2/-25.1, min/max -97.5/-2.5
Update 159/268, T 655360, FPS 427, 50-training-episode: mean/median -32.0/-31.0, min/max -77.7/-1.1
Update 160/268, T 659456, FPS 428, 50-training-episode: mean/median -36.9/-38.2, min/max -83.4/-1.6
