CUDA: False
Namespace(algo='ppo', lr=0.0003, eps=1e-05, alpha=0.99, gamma=0.99, use_gae=True, gae_lambda=0.95, entropy_coef=0.005, value_loss_coef=0.5, max_grad_norm=0.5, seed=30128, cuda_deterministic=False, num_processes=1, num_steps=2048, ppo_epoch=10, num_mini_batch=1, clip_param=0.2, log_interval=1, save_interval=100, no_cuda=False, use_proper_time_limits=False, recurrent_policy=True, use_linear_lr_decay=True, env_name='plume', log_dir='/tmp/gym/', save_dir='./trained_models/Walking20250807/', dynamic=False, eval_type='fixed', eval_episodes=20, eval_interval=None, weight_decay=0.00012, rnn_type='VRNN', hidden_size=64, betadist=False, stacking=0, masking=None, stride=1, dataset=['constantx5b5', 'noisy3x5b5'], num_env_steps=[1000000, 10000], qvar=[0.4, 0.5], birthx=[2.7, 2.0], diff_max=[0.8, 0.8], diff_min=[0.7, 0.4], birthx_max=1.0, dryrun=False, curriculum=False, turnx=1.0, movex=1.0, auto_movex=False, auto_reward=False, loc_algo='uniform', time_algo='uniform', env_dt=0.04, outsuffix='Walk-v17_20250807_VRNN_constantx5b5noisy3x5b5_stepoob_bx2.72_t100000010000_q0.40.5_dmx0.80.8_dmn0.70.4_h64_wd0.00012_n1_walking_seed3012894', walking=True, radiusx=1.0, diffusion_min=1.0, diffusion_max=1.0, r_shaping=['step', 'oob'], wind_rel=True, action_feedback=False, squash_action=True, flipping=True, odor_scaling=True, stray_max=2.0, test_episodes=50, viz_episodes=10, model_fname='', obs_noise=0.0, act_noise=0.0, cuda=False)
PPO Args ---> Namespace(algo='ppo', lr=0.0003, eps=1e-05, alpha=0.99, gamma=0.99, use_gae=True, gae_lambda=0.95, entropy_coef=0.005, value_loss_coef=0.5, max_grad_norm=0.5, seed=30128, cuda_deterministic=False, num_processes=1, num_steps=2048, ppo_epoch=10, num_mini_batch=1, clip_param=0.2, log_interval=1, save_interval=100, no_cuda=False, use_proper_time_limits=False, recurrent_policy=True, use_linear_lr_decay=True, env_name='plume', log_dir='/tmp/gym/', save_dir='./trained_models/Walking20250807/', dynamic=False, eval_type='fixed', eval_episodes=20, eval_interval=None, weight_decay=0.00012, rnn_type='VRNN', hidden_size=64, betadist=False, stacking=0, masking=None, stride=1, dataset=['constantx5b5', 'noisy3x5b5'], num_env_steps=[1000000, 10000], qvar=[0.4, 0.5], birthx=[2.7, 2.0], diff_max=[0.8, 0.8], diff_min=[0.7, 0.4], birthx_max=1.0, dryrun=False, curriculum=False, turnx=1.0, movex=1.0, auto_movex=False, auto_reward=False, loc_algo='uniform', time_algo='uniform', env_dt=0.04, outsuffix='Walk-v17_20250807_VRNN_constantx5b5noisy3x5b5_stepoob_bx2.72_t100000010000_q0.40.5_dmx0.80.8_dmn0.70.4_h64_wd0.00012_n1_walking_seed3012894', walking=True, radiusx=1.0, diffusion_min=1.0, diffusion_max=1.0, r_shaping=['step', 'oob'], wind_rel=True, action_feedback=False, squash_action=True, flipping=True, odor_scaling=True, stray_max=2.0, test_episodes=50, viz_episodes=10, model_fname='', obs_noise=0.0, act_noise=0.0, cuda=False)
Using Precomputed Plume...
PlumeEnvironment: {'self': <plume_env.PlumeEnvironment object at 0x179b613a0>, 't_val_min': 10.0, 'sim_steps_max': 1000, 'reset_offset_tmax': 30, 'dataset': 'constantx5b5', 'move_capacity': 2.0, 'turn_capacity': 19.634954084936208, 'wind_obsx': 1.0, 'movex': 1.0, 'turnx': 1.0, 'birthx': 2.7, 'birthx_max': 1.0, 'env_dt': 0.04, 'loc_algo': 'uniform', 'qvar': 0.4, 'time_algo': 'uniform', 'angle_algo': 'uniform', 'homed_radius': 0.2, 'stray_max': 2.0, 'wind_rel': True, 'auto_movex': False, 'auto_reward': False, 'diff_max': 0.8, 'diff_min': 0.7, 'r_shaping': ['step', 'oob'], 'rewardx': 1.0, 'rescale': False, 'squash_action': True, 'walking': True, 'walk_move': 0.05, 'walk_turn': 3.14159, 'radiusx': 1.0, 'diffusion_min': 1.0, 'diffusion_max': 1.0, 'action_feedback': False, 'flipping': True, 'odor_scaling': True, 'obs_noise': 0.0, 'act_noise': 0.0, 'dynamic': False, 'seed': 30128, 'verbose': 0, '__class__': <class 'plume_env.PlumeEnvironment'>}
Squashing actions to 0-1
constantx5b5
wind: t_val_diff 0.03999999999999915 env_dt 0.04
puffs: t_val_diff 0.03999999999999915 env_dt 0.04
Reward Shaping ['step', 'oob']
Using Precomputed Plume...
PlumeEnvironment: {'self': <plume_env.PlumeEnvironment object at 0x179b5c5b0>, 't_val_min': 10.0, 'sim_steps_max': 1000, 'reset_offset_tmax': 30, 'dataset': 'constantx5b5', 'move_capacity': 2.0, 'turn_capacity': 19.634954084936208, 'wind_obsx': 1.0, 'movex': 1.0, 'turnx': 1.0, 'birthx': 2.7, 'birthx_max': 1.0, 'env_dt': 0.04, 'loc_algo': 'uniform', 'qvar': 0.4, 'time_algo': 'uniform', 'angle_algo': 'uniform', 'homed_radius': 0.2, 'stray_max': 2.0, 'wind_rel': True, 'auto_movex': False, 'auto_reward': False, 'diff_max': 0.8, 'diff_min': 0.7, 'r_shaping': ['step', 'oob'], 'rewardx': 1.0, 'rescale': False, 'squash_action': True, 'walking': True, 'walk_move': 0.05, 'walk_turn': 3.14159, 'radiusx': 1.0, 'diffusion_min': 1.0, 'diffusion_max': 1.0, 'action_feedback': False, 'flipping': True, 'odor_scaling': True, 'obs_noise': 0.0, 'act_noise': 0.0, 'dynamic': False, 'seed': 30128, 'verbose': 0, '__class__': <class 'plume_env.PlumeEnvironment'>}
Squashing actions to 0-1
constantx5b5
wind: t_val_diff 0.03999999999999915 env_dt 0.04
puffs: t_val_diff 0.03999999999999915 env_dt 0.04
Reward Shaping ['step', 'oob']
Using MLPBase
hidden_size 64
Using VanillaRNN
Saved ./trained_models/Walking20250807//plume_Walk-v17_20250807_VRNN_constantx5b5noisy3x5b5_stepoob_bx2.72_t100000010000_q0.40.5_dmx0.80.8_dmn0.70.4_h64_wd0.00012_n1_walking_seed3012894.pt.start
Stage: 0/2 - constantx5b5 b2.7 q0.4 n1000000
Saved ./trained_models/Walking20250807/plume_Walk-v17_20250807_VRNN_constantx5b5noisy3x5b5_stepoob_bx2.72_t100000010000_q0.40.5_dmx0.80.8_dmn0.70.4_h64_wd0.00012_n1_walking_seed3012894.pt
Update 0/488, T 2048, FPS 134, 30-training-episode: mean/median -1.3/-1.2, min/max -2.8/-0.5
Update 71/488, T 147456, FPS 145, 50-training-episode: mean/median 44.2/-0.6, min/max -1.6/102.2
Update 72/488, T 149504, FPS 145, 50-training-episode: mean/median 46.3/-0.6, min/max -1.7/102.2
Update 73/488, T 151552, FPS 145, 50-training-episode: mean/median 54.4/101.1, min/max -1.7/102.1
Update 74/488, T 153600, FPS 145, 50-training-episode: mean/median 66.7/101.3, min/max -1.6/102.2
Update 75/488, T 155648, FPS 145, 50-training-episode: mean/median 58.4/101.2, min/max -2.0/102.2
Update 76/488, T 157696, FPS 146, 50-training-episode: mean/median 50.2/50.4, min/max -2.0/102.3
Update 77/488, T 159744, FPS 146, 50-training-episode: mean/median 48.3/-0.4, min/max -2.0/102.3
Update 78/488, T 161792, FPS 146, 50-training-episode: mean/median 40.0/-0.7, min/max -1.7/102.1
Update 79/488, T 163840, FPS 146, 50-training-episode: mean/median 37.9/-0.7, min/max -1.8/101.9
Update 80/488, T 165888, FPS 146, 50-training-episode: mean/median 46.2/-0.5, min/max -2.0/102.1
Update 81/488, T 167936, FPS 146, 50-training-episode: mean/median 56.4/101.2, min/max -2.0/102.1
Update 82/488, T 169984, FPS 146, 50-training-episode: mean/median 68.7/101.4, min/max -1.9/102.3
Update 83/488, T 172032, FPS 146, 50-training-episode: mean/median 60.5/101.3, min/max -1.9/102.3
Update 84/488, T 174080, FPS 146, 50-training-episode: mean/median 60.6/101.3, min/max -1.6/102.3
Update 85/488, T 176128, FPS 146, 50-training-episode: mean/median 56.5/101.3, min/max -1.7/102.3
Update 86/488, T 178176, FPS 146, 50-training-episode: mean/median 50.3/50.3, min/max -1.7/102.2
Update 87/488, T 180224, FPS 146, 50-training-episode: mean/median 44.1/-0.4, min/max -1.7/102.1
Update 88/488, T 182272, FPS 146, 50-training-episode: mean/median 52.3/101.0, min/max -1.7/101.9
Update 89/488, T 184320, FPS 147, 50-training-episode: mean/median 58.5/101.3, min/max -1.6/102.0
Update 90/488, T 186368, FPS 147, 50-training-episode: mean/median 64.7/101.5, min/max -1.5/102.3
Update 91/488, T 188416, FPS 147, 50-training-episode: mean/median 68.9/101.4, min/max -1.4/102.3
Update 92/488, T 190464, FPS 147, 50-training-episode: mean/median 72.9/101.4, min/max -1.7/102.3
Update 93/488, T 192512, FPS 147, 50-training-episode: mean/median 60.5/101.2, min/max -1.7/102.2
Update 94/488, T 194560, FPS 147, 50-training-episode: mean/median 52.3/100.9, min/max -1.7/102.2
Update 95/488, T 196608, FPS 147, 50-training-episode: mean/median 46.2/-0.6, min/max -1.7/102.1
Update 96/488, T 198656, FPS 147, 50-training-episode: mean/median 50.3/50.1, min/max -1.7/102.1
Update 97/488, T 200704, FPS 147, 50-training-episode: mean/median 50.3/50.4, min/max -1.7/102.1
Update 98/488, T 202752, FPS 147, 50-training-episode: mean/median 50.3/50.0, min/max -1.6/102.2
Update 99/488, T 204800, FPS 147, 50-training-episode: mean/median 52.3/101.0, min/max -1.6/102.0
Saved ./trained_models/Walking20250807/plume_Walk-v17_20250807_VRNN_constantx5b5noisy3x5b5_stepoob_bx2.72_t100000010000_q0.40.5_dmx0.80.8_dmn0.70.4_h64_wd0.00012_n1_walking_seed3012894.pt
Saved ./trained_models/Walking20250807/plume_Walk-v17_20250807_VRNN_constantx5b5noisy3x5b5_stepoob_bx2.72_t100000010000_q0.40.5_dmx0.80.8_dmn0.70.4_h64_wd0.00012_n1_walking_seed3012894.pt.best
Update 100/488, T 206848, FPS 147, 50-training-episode: mean/median 58.5/101.2, min/max -1.7/102.2
Update 101/488, T 208896, FPS 147, 50-training-episode: mean/median 56.4/101.1, min/max -1.7/102.2
Update 102/488, T 210944, FPS 147, 50-training-episode: mean/median 39.9/-0.8, min/max -1.7/101.9
Update 103/488, T 212992, FPS 147, 50-training-episode: mean/median 48.1/-0.4, min/max -1.6/101.9
Update 104/488, T 215040, FPS 147, 50-training-episode: mean/median 54.3/100.8, min/max -1.7/102.1
Update 105/488, T 217088, FPS 147, 50-training-episode: mean/median 58.4/101.1, min/max -1.8/102.2
Update 106/488, T 219136, FPS 147, 50-training-episode: mean/median 52.3/100.9, min/max -1.8/102.2
Update 107/488, T 221184, FPS 147, 50-training-episode: mean/median 50.3/50.7, min/max -1.6/102.1
Update 108/488, T 223232, FPS 146, 50-training-episode: mean/median 54.3/101.1, min/max -1.7/102.1
Update 109/488, T 225280, FPS 146, 50-training-episode: mean/median 64.6/101.2, min/max -1.7/102.1
Update 110/488, T 227328, FPS 146, 50-training-episode: mean/median 60.5/101.2, min/max -1.9/102.2
Update 111/488, T 229376, FPS 146, 50-training-episode: mean/median 50.2/50.1, min/max -1.9/102.2
Update 112/488, T 231424, FPS 146, 50-training-episode: mean/median 58.4/101.3, min/max -1.8/102.2
Update 113/488, T 233472, FPS 146, 50-training-episode: mean/median 50.3/50.5, min/max -1.6/102.3
Update 114/488, T 235520, FPS 146, 50-training-episode: mean/median 35.9/-0.8, min/max -1.8/102.3
Update 115/488, T 237568, FPS 146, 50-training-episode: mean/median 50.2/50.3, min/max -1.8/102.2
Update 116/488, T 239616, FPS 146, 50-training-episode: mean/median 64.7/101.3, min/max -1.6/102.2
Update 117/488, T 241664, FPS 146, 50-training-episode: mean/median 64.7/101.3, min/max -1.6/102.3
Update 118/488, T 243712, FPS 146, 50-training-episode: mean/median 48.3/-0.4, min/max -1.6/102.3
Update 119/488, T 245760, FPS 146, 50-training-episode: mean/median 48.2/-0.5, min/max -1.7/102.0
Update 120/488, T 247808, FPS 146, 50-training-episode: mean/median 54.3/101.2, min/max -1.7/102.1
Update 121/488, T 249856, FPS 146, 50-training-episode: mean/median 64.6/101.3, min/max -1.8/102.1
Update 122/488, T 251904, FPS 147, 50-training-episode: mean/median 60.5/101.2, min/max -1.8/102.2
Update 123/488, T 253952, FPS 147, 50-training-episode: mean/median 58.4/101.1, min/max -1.7/102.2
Update 124/488, T 256000, FPS 146, 50-training-episode: mean/median 48.2/-0.6, min/max -1.7/102.2
Update 125/488, T 258048, FPS 146, 50-training-episode: mean/median 42.0/-0.7, min/max -1.6/102.1
Update 126/488, T 260096, FPS 146, 50-training-episode: mean/median 56.4/101.3, min/max -1.7/102.1
Update 127/488, T 262144, FPS 147, 50-training-episode: mean/median 58.4/101.1, min/max -1.7/102.2
Update 128/488, T 264192, FPS 147, 50-training-episode: mean/median 52.3/100.7, min/max -1.7/102.2
Update 129/488, T 266240, FPS 147, 50-training-episode: mean/median 54.4/101.2, min/max -1.7/102.2
Update 130/488, T 268288, FPS 147, 50-training-episode: mean/median 64.6/101.2, min/max -1.5/102.2
Update 131/488, T 270336, FPS 147, 50-training-episode: mean/median 60.5/101.2, min/max -1.8/102.1
Update 132/488, T 272384, FPS 147, 50-training-episode: mean/median 56.4/101.2, min/max -1.8/102.1
Update 133/488, T 274432, FPS 147, 50-training-episode: mean/median 54.4/101.1, min/max -1.8/102.1
Update 134/488, T 276480, FPS 147, 50-training-episode: mean/median 56.4/101.2, min/max -1.8/102.2
Update 135/488, T 278528, FPS 147, 50-training-episode: mean/median 52.3/101.1, min/max -1.6/102.2
Update 136/488, T 280576, FPS 147, 50-training-episode: mean/median 44.1/-0.7, min/max -1.7/102.2
Update 137/488, T 282624, FPS 147, 50-training-episode: mean/median 46.1/-0.7, min/max -1.7/102.1
Update 138/488, T 284672, FPS 147, 50-training-episode: mean/median 33.8/-0.8, min/max -1.6/102.2
Update 139/488, T 286720, FPS 147, 50-training-episode: mean/median 44.1/-0.7, min/max -1.8/102.3
Update 140/488, T 288768, FPS 147, 50-training-episode: mean/median 50.3/50.2, min/max -1.8/102.3
Update 141/488, T 290816, FPS 146, 50-training-episode: mean/median 52.3/100.8, min/max -1.8/102.2
